ProductKey,ProductAlternateKey,ProductSubcategoryKey,WeightUnitMeasureCode,SizeUnitMeasureCode,EnglishProductName,SpanishProductName,FrenchProductName,StandardCost,FinishedGoodsFlag,Color,SafetyStockLevel,ReorderPoint,ListPrice,Size,SizeRange,Weight,DaysToManufacture,ProductLine,DealerPrice,Class,Style,ModelName,EnglishDescription,,,,,,,,,StartDate,EndDate,Status
6,CA-5965,,,,LL Crankarm,,,,FALSE,Black,500,375,,,NA,,0,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
11,CR-7833,,,,Chainring,,,,FALSE,Black,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
561,BK-T79Y-46,3,LB ,CM ,Touring-1000 Yellow 46,Paseo: 1000 amarilla 46,Vélo de randonnée 1000 jaune 46,1481.9379,TRUE,Yellow,100,75,2384.07,46,42-46 CM,25.13,4,T ,1430.442,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
525,FR-M21S-44,12,LB ,CM ,LL Mountain Frame - Silver 44,,,144.5938,TRUE,Silver,500,375,264.05,44,42-46 CM,2.96,1,M ,158.43,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
47,HJ-5162,,,,Thin-Jam Hex Nut 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
111,LJ-5811,,,,Thin-Jam Lock Nut 13,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
86,LE-3800,,,,External Lock Washer 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
183,RM-R436,,G  ,,LL Road Rim,,,,FALSE,NA,800,600,,,NA,445,0,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
85,LE-1400,,,,External Lock Washer 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
581,BK-R79Y-42,2,LB ,CM ,Road-350-W Yellow 42,Carretera: 350 para mujer amarilla 42,Vélo de route 350 -W - jaune 42,1082.51,TRUE,Yellow,100,75,1700.99,42,42-46 CM,15.77,4,R ,1020.594,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
15,DC-9824,,,,Decal 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
43,HJ-3416,,,,Thin-Jam Hex Nut 16,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
584,BK-R19B-58,2,LB ,CM ,Road-750 Black 58,Carretera: 750 negra 58,Vélo de route 750 noir 58,343.6496,TRUE,Black,100,75,539.99,58,54-58 CM,20.79,4,R ,323.994,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
131,LN-5400,,,,Lock Nut 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
17,EC-M092,,,,Mountain End Caps,,,,FALSE,NA,1000,750,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
582,BK-R79Y-44,2,LB ,CM ,Road-350-W Yellow 44,Carretera: 350 para mujer amarilla 44,Vélo de route 350 -W - jaune 44,1082.51,TRUE,Yellow,100,75,1700.99,44,42-46 CM,16.13,4,R ,1020.594,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
564,BK-T79Y-60,3,LB ,CM ,Touring-1000 Yellow 60,Paseo: 1000 amarilla 60,Vélo de randonnée 1000 jaune 60,1481.9379,TRUE,Yellow,100,75,2384.07,60,60-62 CM,25.9,4,T ,1430.442,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
84,LE-1201,,,,External Lock Washer 9,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
38,HJ-1213,,,,Thin-Jam Hex Nut 9,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
53,HJ-9161,,,,Thin-Jam Hex Nut 11,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
61,HN-3410,,,,Hex Nut 22,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
194,SA-T612,,,,ML Touring Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,M ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
103,LJ-1420,,,,Thin-Jam Lock Nut 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
596,BK-M18B-40,1,LB ,CM ,Mountain-500 Black 40,Montaña: 500 negra 40,VTT 500 noir 40,294.5797,TRUE,Black,100,75,539.99,40,38-40 CM,27.35,4,M ,323.994,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
20,FE-3760,,,,Fork End,,,,FALSE,NA,800,600,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
603,BB-9108,5,G  ,,HL Bottom Bracket,Eje de pedalier GA,Axe de pédalier HL,53.9416,TRUE,NA,500,375,121.49,,NA,170,1,,72.894,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
222,HL-U509-B,31,,,Sport-100 Helmet Blue,Casco deportivo: 100 azul,Casque sport 100 bleu,13.0863,TRUE,Blue,4,3,34.99,,NA,,0,S ,20.994,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
16,DT-2377,,,,Down Tube,,,,FALSE,NA,800,600,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
449,PU-M044,36,,,Mountain Pump,Bomba de montaña,Pompe de VTT,10.3084,TRUE,NA,4,3,24.99,,NA,,0,M ,14.994,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
288,FR-M94S-42,12,LB ,CM ,HL Mountain Frame - Silver 42,,,623.8403,TRUE,Silver,500,375,1204.3248,42,42-46 CM,2.72,1,M ,722.5949,H ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
210,FR-R92B-58,14,LB ,CM ,HL Road Frame - Black 58,,,,TRUE,Black,500,375,,58,54-58 CM,2.24,1,R ,,H ,U ,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
187,SA-M198,,,,LL Mountain Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
156,MB-2024,,,,Metal Bar 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
88,LE-6000,,,,External Lock Washer 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
601,BB-7421,5,G  ,,LL Bottom Bracket,Eje de pedalier GB,Axe de pédalier LL,23.9716,TRUE,NA,500,375,53.99,,NA,223,1,,32.394,L ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
558,CS-9183,8,G  ,,HL Crankset,Bielas GA,Pédalier HL,179.8156,TRUE,Black,500,375,404.99,,NA,575,1,,242.994,H ,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
83,LE-1200,,,,External Lock Washer 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
94,LI-1400,,,,Internal Lock Washer 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
595,BK-M18S-52,1,LB ,CM ,Mountain-500 Silver 52,Montaña: 500 plateada 52,VTT 500 argent 52,308.2179,TRUE,Silver,100,75,564.99,52,48-52 CM,28.68,4,M ,338.994,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
457,TG-W091-M,24,,,Women's Tights M,Mallas para mujer M,Collants pour femmes taille M,30.9334,TRUE,Black,4,3,74.99,M,M,,0,S ,44.994,,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
24,FW-1400,,,,Flat Washer 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
605,BK-R19B-48,2,LB ,CM ,Road-750 Black 48,Carretera: 750 negra 48,Vélo de route 750 noir 48,343.6496,TRUE,Black,100,75,539.99,48,48-52 CM,20.13,4,R ,323.994,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
23,FW-1200,,,,Flat Washer 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
81,KW-4091,,,,Keyed Washer,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
55,HN-1032,,,,Hex Nut 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
105,LJ-3410,,,,Thin-Jam Lock Nut 15,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
62,HN-3416,,,,Hex Nut 23,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
73,HN-7162,,,,Hex Nut 15,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
95,LI-3800,,,,Internal Lock Washer 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
40,HJ-1420,,,,Thin-Jam Hex Nut 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
92,LI-1200,,,,Internal Lock Washer 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
128,LN-4400,,,,Lock Nut 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
142,LW-1000,,,,Lock Washer 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
563,BK-T79Y-54,3,LB ,CM ,Touring-1000 Yellow 54,Paseo: 1000 amarilla 54,Vélo de randonnée 1000 jaune 54,1481.9379,TRUE,Yellow,100,75,2384.07,54,54-58 CM,25.68,4,T ,1430.442,H ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
367,BK-M47B-48,1,LB ,CM ,Mountain-300 Black 48,Montaña: 300 negra 48,VTT 300 noir 48,598.4354,TRUE,Black,100,75,1079.99,48,48-52 CM,26.42,4,M ,647.994,M ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
87,LE-5160,,,,External Lock Washer 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
71,HN-6320,,,,Hex Nut 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
48,HJ-5811,,,,Thin-Jam Hex Nut 13,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
239,FR-R92R-62,14,LB ,CM ,HL Road Frame - Red 62,Cuadro de carretera GA: rojo 62,Cadre de vélo de route HL - rouge 62,722.2568,TRUE,Red,500,375,1301.3636,62,60-62 CM,2.3,1,R ,780.8182,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
315,BK-R68R-58,2,LB ,CM ,Road-450 Red 58,Carretera: 450 roja 58,Vélo de route 450 rouge 58,884.7083,TRUE,Red,100,75,1457.99,58,54-58 CM,17.79,4,R ,874.794,M ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
49,HJ-5818,,,,Thin-Jam Hex Nut 14,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
70,HN-5818,,,,Hex Nut 21,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
567,BK-T18U-62,3,LB ,CM ,Touring-3000 Blue 62,Paseo: 3000 azul 62,Vélo de randonnée 3000 bleu 62,461.4448,TRUE,Blue,100,75,742.35,62,60-62 CM,30,4,T ,445.41,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
560,BK-T44U-60,3,LB ,CM ,Touring-2000 Blue 60,Paseo: 2000 azul 60,Vélo de randonnée 2000 bleu 60,755.1508,TRUE,Blue,100,75,1214.85,60,60-62 CM,27.9,4,T ,728.91,M ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
154,LW-9160,,,,Lock Washer 11,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
265,FR-R38R-48,14,LB ,CM ,LL Road Frame - Red 48,Cuadro de carretera GB: rojo 48,Cadre de vélo de route LL - rouge 48,187.1571,TRUE,Red,500,375,337.22,48,48-52 CM,2.36,1,R ,202.332,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
216,HL-U509,31,,,Sport-100 Helmet Black,Casco deportivo: 100 negro,Casque sport 100 noir,13.8782,TRUE,Black,4,3,33.6442,,NA,,0,S ,20.1865,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
193,SA-T467,,,,LL Touring Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
197,SD-9872,,,,HL Spindle/Axle,,,,FALSE,NA,500,375,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
591,BK-M18S-40,1,LB ,CM ,Mountain-500 Silver 40,Montaña: 500 plateada 40,VTT 500 argent 40,308.2179,TRUE,Silver,100,75,564.99,40,38-40 CM,27.35,4,M ,338.994,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
56,HN-1213,,,,Hex Nut 16,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
79,HU-6280,,,,LL Hub,,,,FALSE,NA,500,375,,,NA,,1,,,L ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
598,BK-M18B-44,1,LB ,CM ,Mountain-500 Black 44,Montaña: 500 negra 44,VTT 500 noir 44,294.5797,TRUE,Black,100,75,539.99,44,42-46 CM,28.13,4,M ,323.994,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
151,LW-6000,,,,Lock Washer 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
42,HJ-3410,,,,Thin-Jam Hex Nut 15,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
39,HJ-1220,,,,Thin-Jam Hex Nut 10,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
75,HN-9161,,,,Hex Nut 18,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
143,LW-1200,,,,Lock Washer 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
107,LJ-3816,,,,Thin-Jam Lock Nut 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
96,LI-5160,,,,Internal Lock Washer 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
124,LN-3410,,,,Lock Nut 22,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
415,FW-R820,17,G  ,,HL Road Front Wheel,Rueda de carretera delantera GA,Roue avant de vélo de route HL,146.5466,TRUE,Black,500,375,330.06,,NA,650,1,R ,198.036,H ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
121,LN-1224,,,,Lock Nut 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
26,FW-3800,,,,Flat Washer 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
65,HN-4402,,,,Hex Nut 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
58,HN-1224,,,,Hex Nut 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
227,LJ-0192-S,21,,,Long-Sleeve Logo Jersey S,Jersey con logotipo de manga larga P,Maillot manches longues avec logo taille S,29.0807,TRUE,Multi,4,3,48.0673,S,S,,0,S ,28.8404,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
33,FL-2301,,,,Front Derailleur Linkage,,,,FALSE,Silver,800,600,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
328,BK-R50R-48,2,LB ,CM ,Road-650 Red 48,Carretera: 650 roja 48,Vélo de route 650 rouge 48,413.1463,TRUE,Red,100,75,699.0982,48,48-52 CM,19.13,4,R ,419.4589,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
212,HL-U509-R,31,,,Sport-100 Helmet Red,Casco deportivo: 100 rojo,Casque sport 100 rouge,12.0278,TRUE,Red,4,3,33.6442,,NA,,0,S ,20.1865,,,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
189,SA-M687,,,,HL Mountain Seat Assembly,,,,FALSE,NA,500,375,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
179,RF-9198,,,,Reflector,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
99,LI-7160,,,,Internal Lock Washer 8,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
29,FW-7160,,,,Flat Washer 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
586,BK-T18U-50,3,LB ,CM ,Touring-3000 Blue 50,Paseo: 3000 azul 50,Vélo de randonnée 3000 bleu 50,461.4448,TRUE,Blue,100,75,742.35,50,48-52 CM,29.13,4,T ,445.41,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
104,LJ-1428,,,,Thin-Jam Lock Nut 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
160,MP-4960,,,,Metal Plate 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
44,HJ-3816,,,,Thin-Jam Hex Nut 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
463,GL-H102-S,20,,,Half-Finger Gloves S,,,9.1593,TRUE,Black,4,3,24.49,S,S,,0,S ,14.694,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
260,FR-R38B-62,14,LB ,CM ,LL Road Frame - Black 62,Cuadro de carretera GB: negro 62,Cadre de vélo de route LL - noir 62,170.1428,TRUE,Black,500,375,306.5636,62,60-62 CM,2.5,1,R ,183.9382,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
13,CS-2812,,,,Chain Stays,,,,FALSE,NA,1000,750,,,NA,,1,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
50,HJ-7161,,,,Thin-Jam Hex Nut 7,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
116,LJ-9161,,,,Thin-Jam Lock Nut 11,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
98,LI-6000,,,,Internal Lock Washer 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
123,LN-1428,,,,Lock Nut 9,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
68,HN-5400,,,,Hex Nut 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
268,FR-R38R-58,14,LB ,CM ,LL Road Frame - Red 58,Cuadro de carretera GB: rojo 58,Cadre de vélo de route LL - rouge 58,181.4857,TRUE,Red,500,375,306.5636,58,54-58 CM,2.46,1,R ,183.9382,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
161,MS-0253,,,,Metal Sheet 2,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
54,HN-1024,,,,Hex Nut 5,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
139,LN-9161,,,,Lock Nut 18,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
138,LN-9080,,,,Lock Nut 19,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
167,MS-6061,,,,Metal Sheet 1,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
569,BK-T18Y-50,3,LB ,CM ,Touring-3000 Yellow 50,Paseo: 3000 amarilla 50,Vélo de randonnée 3000 jaune 50,461.4448,TRUE,Yellow,100,75,742.35,50,48-52 CM,29.13,4,T ,445.41,L ,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
387,BK-R64Y-44,2,LB ,CM ,Road-550-W Yellow 44,Carretera: 550 para mujer amarilla 44,Vélo de route 550 -W - jaune 44,605.6492,TRUE,Yellow,100,75,1000.4375,44,42-46 CM,18.42,4,R ,600.2625,M ,W ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
91,LI-1000,,,,Internal Lock Washer 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
89,LE-7160,,,,External Lock Washer 8,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
397,HB-M243,4,,,LL Mountain Handlebars,,,17.978,TRUE,NA,500,375,40.4909,,NA,,1,M ,24.2945,L ,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
267,FR-R38R-52,14,LB ,CM ,LL Road Frame - Red 52,Cuadro de carretera GB: rojo 52,Cadre de vélo de route LL - rouge 52,187.1571,TRUE,Red,500,375,337.22,52,48-52 CM,2.4,1,R ,202.332,L ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
548,PD-T852,13,,,Touring Pedal,Pedal de paseo,Pédale de vélo de randonnée,35.9596,TRUE,Silver/Black,500,375,80.99,,NA,,1,T ,48.594,,,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
118,LN-1032,,,,Lock Nut 6,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
170,NI-9522,,,,HL Nipple,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
587,BK-M38S-38,1,LB ,CM ,Mountain-400-W Silver 38,Montaña: 400 para mujer plateada 38,VTT 400 -W argent 38,419.7784,TRUE,Silver,100,75,769.49,38,38-40 CM,26.35,4,M ,461.694,M ,W ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
4,BE-2908,,,,Headset Ball Bearings,,,,FALSE,NA,800,600,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
221,HL-U509-B,31,,,Sport-100 Helmet Blue,Casco deportivo: 100 azul,Casque sport 100 bleu,13.8782,TRUE,Blue,4,3,33.6442,,NA,,0,S ,20.1865,,,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
371,BK-R89R-58,2,LB ,CM ,Road-250 Red 58,Carretera: 250 roja 58,Vélo de route 250 rouge 58,1320.6838,TRUE,Red,100,75,2181.5625,58,54-58 CM,15.79,4,R ,1308.9375,H ,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
233,LJ-0192-L,21,,,Long-Sleeve Logo Jersey L,Jersey con logotipo de manga larga G,Maillot manches longues avec logo taille L,29.0807,TRUE,Multi,4,3,48.0673,L,L,,0,S ,28.8404,,U ,,,,,,,,,,,2002-07-01T00:00:00.000+0000,2003-06-30T00:00:00.000+0000,
228,LJ-0192-S,21,,,Long-Sleeve Logo Jersey S,Jersey con logotipo de manga larga P,Maillot manches longues avec logo taille S,38.4923,TRUE,Multi,4,3,49.99,S,S,,0,S ,29.994,,U ,,,,,,,,,,,2003-07-01T00:00:00.000+0000,,Current
270,FR-R38R-60,14,LB ,CM ,LL Road Frame - Red 60,Cuadro de carretera GB: rojo 60,Cadre de vélo de route LL - rouge 60,181.4857,TRUE,Red,500,375,306.5636,60,60-62 CM,2.48,1,R ,183.9382,L ,U ,,,,,,,,,,,2001-07-01T00:00:00.000+0000,2002-06-30T00:00:00.000+0000,
25,FW-3400,,,,Flat Washer 9,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
162,MS-1256,,,,Metal Sheet 3,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
114,LJ-7162,,,,Thin-Jam Lock Nut 8,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
110,LJ-5162,,,,Thin-Jam Lock Nut 4,,,,FALSE,NA,1000,750,,,NA,,0,,,,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
184,RM-R600,,G  ,,ML Road Rim,,,,FALSE,NA,800,600,,,NA,450,0,,,M ,,,,,,,,,,,,1998-06-01T00:00:00.000+0000,,Current
